ID_REF	VALUE
7892501	4.404838553
7892502	6.255948683
7892503	6.1530228739999995
7892504	10.0926924
7892505	2.5773655069999997
7892506	5.167326359
7892507	5.228972924
7892508	6.69554679
7892509	11.03419824
7892510	5.422508752000001
7892511	3.3556527480000002
7892512	8.293770807000001
7892513	4.053856448
7892514	10.33242893
7892515	9.073973497
7892516	6.558589659
7892517	6.877508728
7892518	2.217460453
7892519	5.87999691
7892520	10.01680832
7892521	7.903286352
7892522	6.657110779
7892524	8.19519024
7892525	7.148566073
7892526	5.806074262999999
7892527	9.511465883
7892528	2.7665216569999997
7892529	6.934972421
7892530	11.34018417
7892531	7.451396287000001
7892532	3.163158304
7892533	9.099677915
7892534	4.919163335
7892535	7.615186391
7892537	3.881684242
7892538	6.086441269
7892539	3.54644372
7892540	7.666058461
7892541	7.827580125
7892542	7.768772649
7892543	4.9228386219999996
7892544	5.094385925
7892545	5.796655127
7892547	2.674605064
7892548	6.3416473710000005
7892549	6.2070291
7892550	8.22960068
7892551	11.39158244
7892552	6.15206271
7892553	6.447797137999999
7892554	3.3345503639999996
7892555	7.737857067999999
7892556	12.57029325
7892557	3.064060898
7892558	4.575226763
7892559	6.249357878
7892560	5.627841975
7892561	7.6541034020000005
7892562	8.954385213
7892563	6.841571577000001
7892564	10.42453145
7892565	5.312614597
7892566	4.002317758
7892567	6.516811865
7892568	10.82431718
7892569	7.788813788
7892570	7.654451642000001
7892571	2.409779534
7892572	7.977119161
7892573	6.485970656
7892574	10.21708443
7892575	6.59388259
7892576	6.133876312999999
7892577	2.295061057
7892578	3.154628222
7892579	8.017092016
7892580	3.571363285
7892581	5.231644825
7892582	3.6746941260000003
7892583	5.274085583
7892584	6.889198072
7892585	4.016069678
7892586	4.66329362
7892587	6.77846825
7892588	2.2977369519999997
7892589	6.294051052
7892590	4.303617023999999
7892591	2.781110309
7892592	6.617286568
7892593	5.30976763
7892594	4.619493195
7892595	4.508917355
7892596	6.222710837999999
7892597	3.880756218
7892598	9.507346884
7892599	9.59625864
7892600	3.572506403
7892602	3.088344787
7892603	3.347205244
7892604	3.268776286
7892605	8.26026763
7892606	12.30602321
7892608	9.696068696000001
7892609	1.611473179
7892610	6.573914952999999
7892611	2.091229488
7892612	3.490015379
7892613	10.26437915
7892614	4.402847631
7892615	5.67998316
7892616	2.17745143
7892617	12.49783523
7892618	5.463671542
7892619	4.512383142
7892620	9.135904096
7892621	11.67929621
7892622	10.09726484
7892623	9.221783804
7892624	2.5822175130000002
7892625	6.322213839
7892626	3.514705883
7892627	6.799302206
7892628	9.047682695
7892629	5.8847918539999995
7892630	9.136474651
7892631	2.928404604
7892632	6.037914876
7892633	8.568042842
7892634	9.297453089
7892635	9.150118588
7892636	8.936601415
7892637	7.381677607
7892638	2.960131918
7892639	6.725042682000001
7892641	3.626257724
7892642	10.10308107
7892643	8.063079545
7892644	10.61044468
7892645	2.699060023
7892646	3.084405178
7892647	5.588181482
7892648	9.601128131
7892649	4.565344963
7892650	10.52119011
7892651	4.232785348
7892652	11.9570927
7892653	2.898768599
7892654	8.892835646
7892655	4.0526157519999995
7892656	3.742458332
7892657	2.68719625
7892658	3.4374735469999997
7892659	3.1773356319999997
7892660	2.007685077
7892661	10.14607568
7892662	8.137406026
7892663	11.35443285
7892664	5.909557715
7892665	6.437491665
7892666	3.267946505
7892667	10.81321631
7892668	9.639913266
7892669	7.4063083679999995
7892670	9.160641914
7892671	3.8648967560000003
7892672	4.307044033
7892673	6.673175509
7892674	7.291471517000001
7892675	5.992708089
7892676	6.233199701
7892677	11.01639936
7892678	7.216778724
7892679	5.46035803
7892680	6.04016323
7892681	8.106276686000001
7892682	2.8728884110000004
7892683	5.086187553
7892684	10.07643484
7892685	4.655924368
7892686	7.550841373
7892687	6.154797929
7892688	6.689382447000001
7892689	4.169821918
7892690	3.626257724
7892691	2.542513175
7892692	8.622381793999999
7892693	8.555760624
7892694	6.033527132000001
7892695	5.454107792
7892696	7.549406837
7892697	6.82468739
7892699	7.943494102000001
7892700	4.790348911000001
7892701	10.15579867
7892702	7.057802907
7892703	6.067130771
7892704	12.16057365
7892705	6.539375063
7892706	7.689633726
7892707	11.06205439
7892708	4.757343700000001
7892709	5.043668244
7892710	3.206858304
7892711	8.491534814
7892712	8.471538414
7892713	9.739208417
7892714	3.324099948
7892715	2.695474186
7892716	4.939155406
7892717	6.711561877
7892718	3.703740626
7892719	10.25347547
7892720	7.240044322
7892721	10.38743265
7892722	2.351930476
7892723	3.726514383
7892724	6.993316162999999
7892725	5.016634654
7892726	4.008299728
7892727	4.618249199
7892728	3.333626165
7892729	4.883893338
7892730	2.867239371
7892731	5.0835082510000005
7892732	7.310846754
7892733	6.334246376
7892734	7.422967666
7892735	5.021109644
7892736	5.911355912
7892737	4.342329225
7892738	8.467326288999999
7892739	4.4698728139999995
7892740	3.626257724
7892741	6.5530051789999995
7892742	9.79767275
7892743	2.351930476
7892744	6.91468015
7892745	8.670886067
7892746	2.542513175
7892747	7.88364531
7892748	11.04392879
7892749	4.606396402
7892750	5.131543359
7892751	7.3033464210000005
7892752	4.41300409
7892753	12.96426835
7892754	4.395650495
7892755	4.169006051
7892757	8.445550877
7892758	5.135204529
7892759	7.706590492
7892760	3.815637082
7892761	6.230092011
7892762	10.87713653
7892763	8.390933045
7892764	9.199135546
7892765	10.74346275
7892766	10.30263713
7892767	4.4579356080000005
7892768	3.464829102
7892769	2.5773655069999997
7892770	8.997620702
7892771	8.783395435
7892772	5.647772627999999
7892773	7.262428775
7892774	4.892482909
7892775	7.6469812610000005
7892776	9.483688338
7892777	5.4845627079999995
7892778	5.771771932999999
7892779	4.2479176469999995
7892780	5.426813812000001
7892781	7.78725211
7892782	12.34616973
7892783	10.21828
7892784	4.464806216
7892785	4.878219844
7892786	9.169630969
7892787	4.189352855
7892788	8.909639182000001
7892789	3.671866305
7892790	4.119160405
7892791	11.35908479
