ID_REF	VALUE
7892501	4.179405128
7892502	5.458844225
7892503	2.421444132
7892504	9.880277146000001
7892505	3.404886709
7892506	5.960002717
7892507	4.798899798
7892508	6.33821289
7892509	10.01785257
7892510	6.4226179420000005
7892511	2.402680425
7892512	8.519299018
7892513	6.168724599
7892514	8.628716733
7892515	8.162093322
7892516	3.4029359319999997
7892517	6.57881028
7892518	2.725420686
7892519	7.766974566
7892520	7.85596186
7892521	8.684661554
7892522	9.132522941
7892524	6.067130771
7892525	7.728279176
7892526	8.521944285
7892527	9.146925569
7892528	2.3931324259999998
7892529	3.5486091460000004
7892530	12.72334989
7892531	8.174685982
7892532	3.4029359319999997
7892533	9.152628279
7892534	6.073747621
7892535	4.715369719
7892537	2.977808185
7892538	3.4557538080000003
7892539	7.482650197999999
7892540	7.072766603
7892541	8.815446047
7892542	8.404605831
7892543	2.532744776
7892544	4.798899798
7892545	4.384733602
7892547	2.548706416
7892548	8.408559752
7892549	7.319865192999999
7892550	9.690921111
7892551	10.54660625
7892552	4.621442463
7892553	2.196986008
7892554	3.209606655
7892555	7.372990762000001
7892556	11.80987653
7892557	2.7683759560000003
7892558	4.179405128
7892559	3.399602751
7892560	4.656871938
7892561	10.85054492
7892562	9.921634714
7892563	7.324822857999999
7892564	9.017668493
7892565	7.22310049
7892566	3.4596392760000003
7892567	6.795228117000001
7892568	10.90576328
7892569	8.846740007000001
7892570	7.1924592810000005
7892571	2.253456263
7892572	7.885101347000001
7892573	7.422967666
7892574	8.833225064
7892575	8.982763407
7892576	5.702854202999999
7892577	2.179730645
7892578	5.156701336
7892579	10.00140162
7892580	3.942523327
7892581	3.4617094539999997
7892582	2.15206809
7892583	5.530737301
7892584	6.3592637320000005
7892585	5.3074215360000006
7892586	3.2029577110000003
7892587	7.268771221000001
7892588	2.113717573
7892589	6.238100662999999
7892590	4.216691806
7892591	2.097083649
7892592	6.260419092
7892593	5.483846832999999
7892594	7.577669723
7892595	5.736562329
7892596	6.753967632
7892597	5.155094297
7892598	8.82993076
7892599	9.518523673999999
7892600	2.205634261
7892602	2.922609178
7892603	3.465073554
7892604	2.144097973
7892605	8.994533692000001
7892606	10.96412735
7892608	7.997787945
7892609	3.804244502
7892610	5.303942874
7892611	3.399602751
7892612	1.996863087
7892613	7.684217552000001
7892614	2.523490889
7892615	5.189600549
7892616	2.983068054
7892617	11.5578435
7892618	6.126204102000001
7892619	5.4499025329999995
7892620	9.525510884
7892621	11.60295987
7892622	10.43476127
7892623	10.02121016
7892624	5.031790445
7892625	5.964745226000001
7892626	4.979300304
7892627	7.280580808
7892628	10.67787187
7892629	7.576590392000001
7892630	2.71832514
7892631	2.76624922
7892632	3.966522957
7892633	9.012763315
7892634	8.662033064
7892635	8.935037801
7892636	8.968422615
7892637	9.535804166
7892638	3.4617094539999997
7892639	7.218054559
7892641	4.654772518
7892642	9.419025431
7892643	9.436219242
7892644	8.16531466
7892645	2.196986008
7892646	2.741466964
7892647	3.9099179680000002
7892648	10.240500099999998
7892649	1.8954775330000002
7892650	12.67211492
7892651	2.159292845
7892652	11.90523791
7892653	3.2029577110000003
7892654	9.083338264
7892655	7.003160412000001
7892656	3.156521328
7892657	2.201449405
7892658	2.402680425
7892659	2.291201648
7892660	1.82123245
7892661	9.629269443
7892662	9.028357669
7892663	11.47211794
7892664	5.028387202
7892665	5.3092618730000005
7892666	2.71095119
7892667	10.76852309
7892668	10.55973073
7892669	7.577956866
7892670	9.871557291
7892671	4.65552211
7892672	2.565542089
7892673	4.440097932
7892674	6.742224502999999
7892675	2.567179217
7892676	6.796018222000001
7892677	10.15446412
7892678	3.211296066
7892679	6.042752123
7892680	7.620761816
7892681	8.324299757
7892682	2.928806885
7892683	5.736562329
7892684	10.21883711
7892685	4.428667923
7892686	5.737560319
7892687	7.183224188
7892688	6.072087966000001
7892689	5.933442612
7892690	4.97656661
7892691	2.140044079
7892692	10.00799504
7892693	7.59440623
7892694	6.225545232999999
7892695	4.848597667
7892696	7.235413122000001
7892697	7.1103376879999995
7892699	7.126141336
7892700	6.32462698
7892701	11.16062044
7892702	8.594285818
7892703	7.109489475
7892704	12.37619452
7892705	6.032575457
7892706	7.322624605
7892707	11.25531148
7892708	4.599586969
7892709	2.949257005
7892710	2.770250575
7892711	6.19636085
7892712	8.502079221
7892713	9.958491208
7892714	5.337714766
7892715	3.683951835
7892716	7.515644113
7892717	8.562125749
7892718	2.567402139
7892719	5.742025327
7892720	8.714529623999999
7892721	10.18242942
7892722	3.804244502
7892723	4.440097932
7892724	6.264676702999999
7892725	5.739429655
7892726	4.780711714
7892727	3.7201427939999996
7892728	3.1581738130000003
7892729	6.072425321
7892730	4.0511899080000005
7892731	3.652448964
7892732	3.804244502
7892733	6.257333291
7892734	7.3261036310000005
7892735	3.683951835
7892736	4.847781718
7892737	2.76624922
7892738	5.920628183
7892739	3.7201427939999996
7892740	5.389541512
7892741	5.454588985
