ID_REF	VALUE
7892501	6.32651823
7892502	6.68213171
7892503	3.3222510130000003
7892504	9.850757253
7892505	3.324618833
7892506	7.011861144
7892507	3.8586021689999996
7892508	4.172965461
7892509	10.31886494
7892510	5.873693165
7892511	3.1267798630000003
7892512	8.093871061
7892513	5.42833557
7892514	8.657861302999999
7892515	8.535021259
7892516	5.929597102000001
7892517	3.828090387
7892518	4.032989805
7892519	6.056739464
7892520	10.05726022
7892521	8.569370124
7892522	7.262951185
7892524	6.302508732000001
7892525	7.236886451
7892526	7.8342505739999995
7892527	10.23050465
7892528	2.897445401
7892529	3.666682902
7892530	11.17096776
7892531	7.369870894
7892532	3.883451871
7892533	6.513860226
7892534	5.491863484
7892535	5.530232952
7892537	4.650163564
7892538	6.056057234
7892539	5.613539107
7892540	7.384853767
7892541	9.170125113
7892542	8.053914472999999
7892543	5.085500992
7892544	5.891510253
7892545	5.155920665
7892547	4.375504937
7892548	5.7710033329999995
7892549	7.667246357000001
7892550	8.795457664
7892551	10.79532327
7892552	7.898692798
7892553	7.345996276
7892554	3.531226766
7892555	8.50571221
7892556	12.77143172
7892557	5.347307858
7892558	3.715589577
7892559	6.5601206979999995
7892560	4.057264345
7892561	9.727791629
7892562	8.91632045
7892563	7.100407542999999
7892564	10.47096209
7892565	6.449371328
7892566	5.1547289339999995
7892567	6.040466958
7892568	10.38344266
7892569	8.317092996
7892570	8.446417398
7892571	2.126866108
7892572	2.8194718030000003
7892573	6.561470391
7892574	10.23431315
7892575	8.780640896
7892576	5.944643269
7892577	3.1267798630000003
7892578	5.11085194
7892579	9.387334735
7892580	3.884983534
7892581	3.0924904960000004
7892582	4.373300259
7892583	5.0608335460000005
7892584	4.961647411
7892585	2.442081
7892586	3.1267798630000003
7892587	5.429834099
7892588	2.138683776
7892589	5.877094997
7892590	4.509438072
7892591	4.162238832
7892592	5.352350132
7892593	4.369846101
7892594	4.992194215
7892595	5.613181321
7892596	5.772962708
7892597	2.7273159239999996
7892598	9.311118055
7892599	9.792677621000001
7892600	2.123316394
7892602	2.4444416540000002
7892603	4.378169184
7892604	2.7166677960000003
7892605	6.590893169
7892606	11.87904287
7892608	8.941126385
7892609	3.390189147
7892610	8.288633836
7892611	2.564289381
7892612	3.83821538
7892613	9.793725448
7892614	2.123316394
7892615	5.474688181
7892616	2.2155670730000003
7892617	12.38092819
7892618	7.44323054
7892619	6.499106268999999
7892620	8.543757255
7892621	11.67076576
7892622	9.675033917999999
7892623	8.125540881000001
7892624	4.162238832
7892625	6.052637894
7892626	4.857728567
7892627	7.607499636
7892628	9.640758227000001
7892629	6.772686371
7892630	9.106836572999999
7892631	2.214883355
7892632	3.1353002489999997
7892633	8.226985398
7892634	8.521563463
7892635	9.886672363999999
7892636	8.09534575
7892637	8.445170158
7892638	2.5930764269999997
7892639	8.026614138
7892641	5.180093437
7892642	9.651024977999999
7892643	10.26702693
7892644	10.27370116
7892645	3.109739325
7892646	4.555350487
7892647	5.835024428
7892648	9.808109523999999
7892649	4.774545175
7892650	12.20236818
7892651	2.230284679
7892652	11.48040599
7892653	4.333131275
7892654	8.425068443999999
7892655	3.4781241439999997
7892656	5.251063266
7892657	4.06013499
7892658	2.2593554119999997
7892659	2.9201873330000003
7892660	2.8194718030000003
7892661	9.557452668
7892662	8.871254115
7892663	11.51822608
7892664	5.768572101
7892665	5.485129201
7892666	2.129617181
7892667	9.510626336
7892668	10.52423284
7892669	6.425577358
7892670	9.095817185
7892671	3.1267798630000003
7892672	5.56792128
7892673	6.103042759
7892674	6.817082769
7892675	5.698715756
7892676	6.408801743
7892677	10.66985455
7892678	6.784373327999999
7892679	5.56792128
7892680	9.221079026
7892681	8.077569661
7892682	3.131307495
7892683	6.603452455
7892684	9.110106155
7892685	4.960699637
7892686	6.838629492000001
7892687	7.162841085
7892688	7.091618565
7892689	7.236378722
7892690	2.9201873330000003
7892691	3.526478805
7892692	7.316894786000001
7892693	6.513860226
7892694	6.640103846000001
7892695	3.109739325
7892696	8.183910989
7892697	5.703020745
7892699	8.159085403999999
7892700	4.949180141
7892701	10.81137468
7892702	8.281821769
7892703	7.661746322999999
7892704	12.16430017
7892705	4.480896497
7892706	8.4271508
7892707	10.16678614
7892708	6.868031091000001
7892709	5.456346902000001
7892710	2.42090407
7892711	7.355130582
7892712	8.214642949
7892713	9.591191251
7892714	4.763068162
7892715	2.9385795389999996
7892716	7.494186015
7892717	7.604411207999999
7892718	2.588519808
7892719	9.011102035
7892720	8.69424159
7892721	9.392584722
7892722	2.2593554119999997
7892723	4.216820853
7892724	6.714041427000001
7892725	4.211510135
7892726	6.463559097999999
7892727	7.034553347
7892728	3.132064275
7892729	4.375504937
7892730	3.7128008039999996
7892731	3.68620912
7892732	1.9989910969999998
7892733	4.172965461
7892734	6.327041757000001
7892735	2.152424252
7892736	4.017193473
7892737	5.255291369
7892738	5.273556494
7892739	3.498902158
7892740	4.916051134
7892741	6.678071237
7892742	9.643267695
7892743	2.552014276
7892744	6.590893169
7892745	9.665994239
7892746	4.644525375
7892747	8.682332161
7892748	9.69000947
7892749	5.476564624
7892750	5.251063266
7892751	6.48713311
7892752	2.59223083
7892753	12.63996524
7892754	4.610314253
7892755	2.41639363
7892757	7.040650224
7892758	6.7143913820000005
7892759	4.992939276
7892760	6.089879196
7892761	5.630077111
7892762	10.76532093
7892763	7.275830015
7892764	8.742278675
7892765	9.921634714
7892766	9.836663242
7892767	5.323444587
7892768	2.1028253880000003
7892769	2.298738954
7892770	9.406801837
7892771	9.57534078
7892772	5.549727217999999
7892773	7.662817386
7892774	4.378169184
7892775	4.20802679
7892776	10.29423661
7892777	4.614080584
7892778	7.339061445
7892779	2.753519862
7892780	5.947851241
7892781	6.211037543
7892782	12.05018811
7892783	8.705225081
7892784	2.442081
7892785	5.275193571
7892786	9.224436088
7892787	5.943352397999999
7892788	9.353276807
7892789	4.77168759
7892790	4.349260557
7892791	10.9928414
7892792	5.87287687
7892793	4.334665864
7892794	4.750590283
7892795	5.978757486
7892796	12.97326372
7892797	6.558904257000001
7892798	3.498902158
7892799	4.77265383
7892800	5.3263590039999995
7892801	2.411608518
7892802	9.313885224
7892803	12.65850005
7892804	4.617245211
7892805	5.43089393
7892806	2.9018935530000003
7892807	5.406701088999999
7892808	7.701014428
7892809	2.445659993
7892810	2.447320805
7892811	2.7595448410000003
7892812	5.944293672000001
7892813	5.323444587
7892814	10.81321631
7892816	10.10641248
7892817	12.70879079
7892818	3.09142677
7892819	8.510631776
7892820	12.30086547
7892821	2.588519808
7892822	6.2378308360000005
7892823	6.240122995
7892824	6.4196507039999995
7892825	4.377251086
7892826	5.681716037
7892827	12.44894682
7892828	2.897445401
7892829	12.42304591
7892830	10.85054492
7892831	10.13734916
7892832	7.748658444
7892833	4.598288518
7892834	3.83821538
7892835	11.15026061
7892836	10.3523528
7892837	9.227636124
7892838	9.966210028999999
7892839	4.369846101
7892840	4.057264345
7892841	9.466792898
7892842	2.9385795389999996
7892843	2.5907549530000002
7892844	5.875673251
7892845	7.277761024
7892846	11.34732907
7892847	6.788657464
7892848	10.20590417
7892849	5.158053541
7892850	6.339856058
7892851	5.632671907000001
7892852	7.605049656
7892853	11.68814778
7892854	4.963053779
7892855	3.883879729
7892856	8.533144482
7892857	12.45439461
7892858	6.623667362000001
7892859	6.9262337579999995
7892860	5.746984997
7892861	10.77722701
7892862	8.489339092
7892863	7.956188735
7892864	4.963496035
7892865	10.37207658
7892866	2.7238291039999996
7892867	5.994493497000001
7892868	12.43938314
7892869	5.998310367999999
7892870	8.046470486
7892871	6.60056068
7892872	7.881976857000001
7892873	2.651648719
7892874	3.5214946080000002
7892875	6.1518185139999995
7892876	6.3830839720000005
7892877	4.468972583
7892878	5.81218994
7892879	7.429554787000001
7892880	9.801562083
7892881	5.347307858
7892882	10.33554707
7892883	6.101819674
7892884	10.41068213
7892885	4.481355086000001
7892886	6.894485307
7892887	5.180283629
7892888	5.272726829
7892889	12.02770611
7892890	10.43476127
7892891	12.03927663
7892892	6.138728132000001
7892893	8.778565457000001
7892894	10.40932194
7892895	4.916051134
7892896	9.862360336
7892897	4.421217324
7892898	6.923193695
7892899	11.55302718
7892900	12.4439821
7892901	10.99498949
7892902	11.80041464
7892903	8.207382102999999
7892904	5.141977005
7892905	3.0924904960000004
7892906	12.73632601
7892907	11.86489111
7892908	3.68620912
7892909	8.376094879
7892910	3.5925464430000003
7892911	5.6140829189999994
7892912	4.88482262
7892913	5.4969912260000005
7892914	4.649459608
7892915	9.040570099
7892917	4.686515068
7892918	6.982387548999999
7892919	9.857039144
7892920	9.729499822000001
7892921	3.666682902
7892922	3.302314458
7892923	4.949180141
7892924	11.29472842
7892925	10.76205815
7892926	8.378107685
7892927	4.774545175
7892928	10.40243758
7892929	5.063723387
7892930	10.90224962
7892931	6.784919856
7892932	7.5109186470000004
7892933	4.007900511
7892934	7.099810159
7892935	9.534994759
7892936	5.752321146
7892937	8.438945826
7892938	7.479352239
7892939	9.722507616
7892940	11.72415599
7892941	11.35191608
7892942	5.148403591
7892944	9.055671607
7892945	2.5907549530000002
7892946	5.624521782
7892947	9.473767245
7892948	10.84141356
7892949	4.3274506619999995
7892950	2.574402292
7892951	7.750052694
7892952	6.205428007999999
7892953	9.320176115
7892954	10.240500099999998
7892955	9.655490233
7892956	11.13335362
7892957	6.155745567
7892958	2.7238291039999996
7892959	6.136791865
7892960	8.646355758
7892961	10.78793193
7892962	3.319054199
7892963	4.612722239
7892964	3.8399504039999997
7892965	2.418814938
7892966	10.10071791
7892967	9.275355608
7892968	7.102064596
7892969	11.08875205
7892970	4.212937542
7892972	8.36153135
7892973	6.189575916
7892974	6.2924416789999995
7892975	2.29327308
7892976	2.574402292
7892977	11.99311896
7892978	4.853185283999999
7892979	10.10412635
7892980	6.063667313
7892981	9.395471087
7892982	5.11085194
7892983	11.871987800000001
7892984	6.1591698610000005
7892985	4.857728567
7892986	10.51244826
7892987	12.02004695
7892988	2.22657793
7892989	6.3729820020000005
7892990	7.52560492
7892991	8.637204367999999
7892992	12.07351994
7892993	9.954870032999999
7892994	2.210993682
7892995	2.31718747
7892996	7.984997961
7892997	4.916051134
7892998	4.606073687
7892999	3.710702158
7893000	8.469101582
7893001	9.419025431
7893002	10.93853151
7893003	4.88913782
7893004	7.733623119
7893005	2.498408345
7893006	6.646101105
7893007	7.424762407999999
7893008	4.859894265
7893009	1.952032812
7893010	6.0585554010000005
7893011	5.87589133
7893012	11.32841316
7893013	4.377787032
7893014	4.860405125
7893015	11.73084086
7893016	4.012754033999999
7893017	6.036405733
7893018	4.737623343
7893019	6.055239905
7893021	5.249928944
7893022	5.628869857000001
7893023	9.534257239
7893024	4.879174325
7893025	7.242671636
7893027	5.811617453999999
7893028	7.789164839
7893029	11.40432081
7893030	7.252027395
7893031	9.450174797999999
7893032	7.172726578
7893033	8.972004895
7893034	5.405338437999999
7893035	4.375504937
7893036	7.613710529
7893037	5.89419997
7893038	5.624521782
7893039	9.603306411
7893040	5.7566755160000005
